AllCCS ID,Name,Structure,Formula,Type,Adduct,m/z,CCS,Confidence level,Update date
AllCCS00001822,Mannotetraose,C(C1(C(C(C(C(O1)(OC2(C(C(CO)(OC(C2(OC3(C(C(C(C(CO)(O3)[H])(O)[H])(O)[H])(O)[H])[H])[H])(OC4(C(C(C(C(CO)(O4)[H])(O)[H])(O)[H])(O)[H])[H])[H])[H])(O)[H])[H])[H])(O)[H])(O)[H])(O)[H])[H])O,C24H42O21,Experimental CCS,[M+Na]+,689.2112,234.1,3,2019-08-12
AllCCS00001822,Mannotetraose,C(C1(C(C(C(C(O1)(OC2(C(C(CO)(OC(C2(OC3(C(C(C(C(CO)(O3)[H])(O)[H])(O)[H])(O)[H])[H])[H])(OC4(C(C(C(C(CO)(O4)[H])(O)[H])(O)[H])(O)[H])[H])[H])[H])(O)[H])[H])[H])(O)[H])(O)[H])(O)[H])[H])O,C24H42O21,Experimental CCS,[M-H]-,665.2146,223.3,3,2019-08-12
AllCCS00001823,Lacto-N-Neotetraose (LNnT),CC(=NC1C(C(C(CO)OC1OC2C(C(CO)OC(C2O)OC(C(CO)O)C(C(C=O)O)O)O)OC3C(C(C(C(CO)O3)O)O)O)O)O,C26H45NO21,Experimental CCS,[M+Na]+,730.2377,240.6,3,2019-08-12
AllCCS00001823,Lacto-N-Neotetraose (LNnT),CC(=NC1C(C(C(CO)OC1OC2C(C(CO)OC(C2O)OC(C(CO)O)C(C(C=O)O)O)O)OC3C(C(C(C(CO)O3)O)O)O)O)O,C26H45NO21,Experimental CCS,[M-H]-,706.2411,254.7,3,2019-08-12
AllCCS00001824,Lacto-N-Tetraose (LNT),CC(=NC1(C(C(C(CO)(OC1(OC2(C(C(CO)(OC(C2(O)[H])(OC3(C(CO)(OC(C(C3(O)[H])(O)[H])(O)[H])[H])[H])[H])[H])(O)[H])[H])[H])[H])(O)[H])(OC4(C(C(C(C(CO)(O4)[H])(O)[H])(O)[H])(O)[H])[H])[H])[H])O,C26H45NO21,Experimental CCS,[M+Na]+,730.2377,239.2,3,2019-08-12
AllCCS00001824,Lacto-N-Tetraose (LNT),CC(=NC1(C(C(C(CO)(OC1(OC2(C(C(CO)(OC(C2(O)[H])(OC3(C(CO)(OC(C(C3(O)[H])(O)[H])(O)[H])[H])[H])[H])[H])(O)[H])[H])[H])[H])(O)[H])(OC4(C(C(C(C(CO)(O4)[H])(O)[H])(O)[H])(O)[H])[H])[H])[H])O,C26H45NO21,Experimental CCS,[M-H]-,706.2411,240.9,3,2019-08-12
AllCCS00001825,Cellopentaose,C(C1(C(C(C(C(O1)(OC2(C(CO)(OC(C(C2(O)[H])(O)[H])(OC3(C(CO)(OC(C(C3(O)[H])(O)[H])(OC4(C(CO)(OC(C(C4(O)[H])(O)[H])(OC5(C(CO)(OC(C(C5(O)[H])(O)[H])(O)[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])(O)[H])(O)[H])(O)[H])[H])O,C30H52O26,Experimental CCS,[M+Na]+,851.264,251.0,3,2019-08-12
AllCCS00001825,Cellopentaose,C(C1(C(C(C(C(O1)(OC2(C(CO)(OC(C(C2(O)[H])(O)[H])(OC3(C(CO)(OC(C(C3(O)[H])(O)[H])(OC4(C(CO)(OC(C(C4(O)[H])(O)[H])(OC5(C(CO)(OC(C(C5(O)[H])(O)[H])(O)[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])(O)[H])(O)[H])(O)[H])[H])O,C30H52O26,Experimental CCS,[M-H]-,827.2674,247.3,3,2019-08-12
AllCCS00001826,Maltopentaose,C(C1(C(C(C(C(O1)(OC2(C(CO)(OC(C(C2(O)[H])(O)[H])(OC3(C(CO)(OC(C(C3(O)[H])(O)[H])(OC4(C(CO)(OC(C(C4(O)[H])(O)[H])(OC5(C(CO)(OC(C(C5(O)[H])(O)[H])(O)[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])(O)[H])(O)[H])(O)[H])[H])O,C30H52O26,Experimental CCS,[M+Na]+,851.264,257.1,1,2022-10-07
AllCCS00001826,Maltopentaose,C(C1(C(C(C(C(O1)(OC2(C(CO)(OC(C(C2(O)[H])(O)[H])(OC3(C(CO)(OC(C(C3(O)[H])(O)[H])(OC4(C(CO)(OC(C(C4(O)[H])(O)[H])(OC5(C(CO)(OC(C(C5(O)[H])(O)[H])(O)[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])(O)[H])(O)[H])(O)[H])[H])O,C30H52O26,Experimental CCS,[M+K]+,867.2379,258.2,3,2022-10-07
AllCCS00001826,Maltopentaose,C(C1(C(C(C(C(O1)(OC2(C(CO)(OC(C(C2(O)[H])(O)[H])(OC3(C(CO)(OC(C(C3(O)[H])(O)[H])(OC4(C(CO)(OC(C(C4(O)[H])(O)[H])(OC5(C(CO)(OC(C(C5(O)[H])(O)[H])(O)[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])(O)[H])(O)[H])(O)[H])[H])O,C30H52O26,Experimental CCS,[M-H]-,827.2674,254.9,3,2022-10-07
AllCCS00001827,"3-alpha,6-alpha-Mannopentaose",C(C(C(C(C(COC1(C(C(C(C(COC2(C(C(C(C(CO)(O2)[H])(O)[H])(O)[H])(O)[H])[H])(O1)[H])(O)[H])(OC3(C(C(C(C(CO)(O3)[H])(O)[H])(O)[H])(O)[H])[H])[H])(O)[H])[H])(O)[H])(O)[H])(OC4(C(C(C(C(CO)(O4)[H])(O)[H])(O)[H])(O)[H])[H])[H])(O)[H])=O,C30H52O26,Experimental CCS,[M+Na]+,851.264,260.3,3,2019-08-12
AllCCS00001827,"3-alpha,6-alpha-Mannopentaose",C(C(C(C(C(COC1(C(C(C(C(COC2(C(C(C(C(CO)(O2)[H])(O)[H])(O)[H])(O)[H])[H])(O1)[H])(O)[H])(OC3(C(C(C(C(CO)(O3)[H])(O)[H])(O)[H])(O)[H])[H])[H])(O)[H])[H])(O)[H])(O)[H])(OC4(C(C(C(C(CO)(O4)[H])(O)[H])(O)[H])(O)[H])[H])[H])(O)[H])=O,C30H52O26,Experimental CCS,[M-H]-,827.2674,252.1,3,2019-08-12
AllCCS00001828,"1,4-beta-D-Mannopentaose",C(C1(C(C(C(C(O1)(OC(C=O)(C(C(C(CO)(OC2(C(C(C(C(CO)(O2)[H])(O)[H])(O)[H])(O)[H])[H])[H])(OC3(C(C(C(C(CO)(O3)[H])(O)[H])(O)[H])(O)[H])[H])[H])(OC4(C(C(C(C(CO)(O4)[H])(O)[H])(O)[H])(O)[H])[H])[H])[H])[H])(O)[H])(O)[H])(O)[H])[H])O,C30H52O26,Experimental CCS,[M+Na]+,851.264,250.1,3,2019-08-12
AllCCS00001828,"1,4-beta-D-Mannopentaose",C(C1(C(C(C(C(O1)(OC(C=O)(C(C(C(CO)(OC2(C(C(C(C(CO)(O2)[H])(O)[H])(O)[H])(O)[H])[H])[H])(OC3(C(C(C(C(CO)(O3)[H])(O)[H])(O)[H])(O)[H])[H])[H])(OC4(C(C(C(C(CO)(O4)[H])(O)[H])(O)[H])(O)[H])[H])[H])[H])[H])(O)[H])(O)[H])(O)[H])[H])O,C30H52O26,Experimental CCS,[M-H]-,827.2674,248.6,3,2019-08-12
AllCCS00001829,Lacto-N-Fucopentaose 1 (LNFP 1),CC1(C(C(C(C(O1)(OC2(C(C(C(CO)(OC2(OC3(C(C(OC(CO)(C3(O)[H])[H])(OC4(C(C(CO)(OC(C4(O)[H])(OC5(C(CO)(OC(C(C5(O)[H])(O)[H])(O)[H])[H])[H])[H])[H])(O)[H])[H])[H])(N=C(C)O)[H])[H])[H])[H])(O)[H])(O)[H])[H])[H])(O)[H])(O)[H])(O)[H])[H],C32H55NO25,Experimental CCS,[M-H]-,852.299,275.9,3,2019-08-12
AllCCS00001830,Lacto-N-Fucopentaose 2 (LNFP 2),CC1(C(C(C(C(O1)(OC2(C(CO)(OC(C(C2(OC3(C(C(C(C(CO)(O3)[H])(O)[H])(O)[H])(O)[H])[H])[H])(N=C(C)O)[H])(OC4(C(C(CO)(OC(C4(O)[H])(OC5(C(CO)(OC(C(C5(O)[H])(O)[H])(O)[H])[H])[H])[H])[H])(O)[H])[H])[H])[H])[H])[H])(O)[H])(O)[H])(O)[H])[H],C32H55NO25,Experimental CCS,[M+Na]+,876.2956,269.0,3,2019-08-12
AllCCS00001830,Lacto-N-Fucopentaose 2 (LNFP 2),CC1(C(C(C(C(O1)(OC2(C(CO)(OC(C(C2(OC3(C(C(C(C(CO)(O3)[H])(O)[H])(O)[H])(O)[H])[H])[H])(N=C(C)O)[H])(OC4(C(C(CO)(OC(C4(O)[H])(OC5(C(CO)(OC(C(C5(O)[H])(O)[H])(O)[H])[H])[H])[H])[H])(O)[H])[H])[H])[H])[H])[H])(O)[H])(O)[H])(O)[H])[H],C32H55NO25,Experimental CCS,[M-H]-,852.299,274.3,3,2019-08-12
AllCCS00001831,Lacto-N-Fucopentaose 3 (LNFP 3),CC1(C(C(C(C(O1)(OC2(C(C(OC(CO)(C2(OC3(C(C(C(C(CO)(O3)[H])(O)[H])(O)[H])(O)[H])[H])[H])[H])(OC4(C(C(CO)(OC(C4(O)[H])(OC5(C(CO)(OC(C(C5(O)[H])(O)[H])(O)[H])[H])[H])[H])[H])(O)[H])[H])[H])(N=C(C)O)[H])[H])[H])(O)[H])(O)[H])(O)[H])[H],C32H55NO25,Experimental CCS,[M+Na]+,876.2956,267.8,3,2019-08-12
AllCCS00001831,Lacto-N-Fucopentaose 3 (LNFP 3),CC1(C(C(C(C(O1)(OC2(C(C(OC(CO)(C2(OC3(C(C(C(C(CO)(O3)[H])(O)[H])(O)[H])(O)[H])[H])[H])[H])(OC4(C(C(CO)(OC(C4(O)[H])(OC5(C(CO)(OC(C(C5(O)[H])(O)[H])(O)[H])[H])[H])[H])[H])(O)[H])[H])[H])(N=C(C)O)[H])[H])[H])(O)[H])(O)[H])(O)[H])[H],C32H55NO25,Experimental CCS,[M-H]-,852.299,271.3,3,2019-08-12
AllCCS00001832,Cellohexaose,C(C1(C(C(C(C(O1)(OC2(C(CO)(OC(C(C2(O)[H])(O)[H])(OC3(C(CO)(OC(C(C3(O)[H])(O)[H])(OC4(C(CO)(OC(C(C4(O)[H])(O)[H])(OC5(C(CO)(OC(C(C5(O)[H])(O)[H])(OC6(C(CO)(OC(C(C6(O)[H])(O)[H])(O)[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])(O)[H])(O)[H])(O)[H])[H])O,C36H62O31,Experimental CCS,[M+Na]+,1013.3168,283.1,3,2019-08-12
AllCCS00001832,Cellohexaose,C(C1(C(C(C(C(O1)(OC2(C(CO)(OC(C(C2(O)[H])(O)[H])(OC3(C(CO)(OC(C(C3(O)[H])(O)[H])(OC4(C(CO)(OC(C(C4(O)[H])(O)[H])(OC5(C(CO)(OC(C(C5(O)[H])(O)[H])(OC6(C(CO)(OC(C(C6(O)[H])(O)[H])(O)[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])(O)[H])(O)[H])(O)[H])[H])O,C36H62O31,Experimental CCS,[M-H]-,989.3202,286.2,3,2019-08-12
AllCCS00001833,Maltohexaose,C(C1(C(C(C(C(O1)(OC2(C(CO)(OC(C(C2(O)[H])(O)[H])(OC3(C(CO)(OC(C(C3(O)[H])(O)[H])(OC4(C(CO)(OC(C(C4(O)[H])(O)[H])(OC5(C(CO)(OC(C(C5(O)[H])(O)[H])(OC6(C(CO)(OC(C(C6(O)[H])(O)[H])(O)[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])(O)[H])(O)[H])(O)[H])[H])O,C36H62O31,Experimental CCS,[M+Na]+,1013.3168,279.7,3,2019-08-12
AllCCS00001833,Maltohexaose,C(C1(C(C(C(C(O1)(OC2(C(CO)(OC(C(C2(O)[H])(O)[H])(OC3(C(CO)(OC(C(C3(O)[H])(O)[H])(OC4(C(CO)(OC(C(C4(O)[H])(O)[H])(OC5(C(CO)(OC(C(C5(O)[H])(O)[H])(OC6(C(CO)(OC(C(C6(O)[H])(O)[H])(O)[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])(O)[H])(O)[H])(O)[H])[H])O,C36H62O31,Experimental CCS,[M-H]-,989.3202,280.0,3,2019-08-12
AllCCS00001834,Lacto-N-hexaose(LNH),CC(=NC1(C(C(C(CO)(OC1(OCC2(C(C(C(C(O2)(OC(C(CO)(O)[H])(C(C(C=O)(O)[H])(O)[H])[H])[H])(O)[H])(OC3(C(C(C(C(CO)(O3)[H])(O)[H])(OC4(C(C(C(C(CO)(O4)[H])(O)[H])(O)[H])(O)[H])[H])[H])(N=C(C)O)[H])[H])[H])(O)[H])[H])[H])[H])(OC5(C(C(C(C(CO)(O5)[H])(O)[H])(O)[H])(O)[H])[H])[H])(O)[H])[H])O,C40H68N2O31,Experimental CCS,[M-H]-,1071.3733,317.6,3,2019-08-12
AllCCS00001835,Cytidine 3'-monophosphate,C1=CN(C2(C(C(C(CO)(O2)[H])(OP(O)(O)=O)[H])(O)[H])[H])C(=NC1=N)O,C9H14N3O8P,Experimental CCS,[M+H]+,324.0592,171.0,3,2019-08-12
AllCCS00001835,Cytidine 3'-monophosphate,C1=CN(C2(C(C(C(CO)(O2)[H])(OP(O)(O)=O)[H])(O)[H])[H])C(=NC1=N)O,C9H14N3O8P,Experimental CCS,[M+Na]+,346.0412,174.9,3,2019-08-12
AllCCS00001835,Cytidine 3'-monophosphate,C1=CN(C2(C(C(C(CO)(O2)[H])(OP(O)(O)=O)[H])(O)[H])[H])C(=NC1=N)O,C9H14N3O8P,Experimental CCS,[M-H]-,322.0446,170.4,3,2019-08-12
AllCCS00001836,D-Pantothenic Acid,CC(C)(CO)C(C(=NCCC(=O)O)O)(O)[H],C9H17NO5,Experimental CCS,[M+H]+,220.118,150.2,3,2019-08-12
AllCCS00001836,D-Pantothenic Acid,CC(C)(CO)C(C(=NCCC(=O)O)O)(O)[H],C9H17NO5,Experimental CCS,[M+Na]+,242.1,152.3,2,2019-08-12
AllCCS00001836,D-Pantothenic Acid,CC(C)(CO)C(C(=NCCC(=O)O)O)(O)[H],C9H17NO5,Experimental CCS,[M-H]-,218.1034,147.7,2,2019-08-12
AllCCS00001837,L-threonic acid,C(C(C(C(=O)O)(O)[H])(O)[H])O,C4H8O5,Experimental CCS,[M+Na]+,159.0265,136.9,3,2019-08-12
AllCCS00001837,L-threonic acid,C(C(C(C(=O)O)(O)[H])(O)[H])O,C4H8O5,Experimental CCS,[M-H]-,135.0299,122.2,3,2019-08-12
AllCCS00001838,L-Ribonic Acid,C(C(C(C(C(=O)O)(O)[H])(O)[H])(O)[H])O,C5H10O6,Experimental CCS,[M+Na]+,189.037,143.5,3,2019-08-12
AllCCS00001838,L-Ribonic Acid,C(C(C(C(C(=O)O)(O)[H])(O)[H])(O)[H])O,C5H10O6,Experimental CCS,[M-H]-,165.0404,128.4,3,2019-08-12
AllCCS00001839,Inositol,C1(C(C(C(C(C1O)O)O)O)O)O,C6H12O6,Experimental CCS,[M+Na]+,203.0527,149.8,2,2019-08-12
AllCCS00001839,Inositol,C1(C(C(C(C(C1O)O)O)O)O)O,C6H12O6,Experimental CCS,[M-H]-,179.0561,144.3,3,2019-08-12
AllCCS00001840,2-Keto-D-gluconic Acid,C(C(C(C(C(C(O)=O)=O)(O)[H])(O)[H])(O)[H])O,C6H10O7,Experimental CCS,[M-H]-,193.0354,133.4,3,2019-08-12
AllCCS00001841,3-Hydroxy-DL-kynurenine,C1=CC(C(CC(C(=O)O)N)=O)=C(C(=C1)O)N,C10H12N2O4,Experimental CCS,[M+Na]+,247.069,160.8,3,2019-08-12
AllCCS00001841,3-Hydroxy-DL-kynurenine,C1=CC(C(CC(C(=O)O)N)=O)=C(C(=C1)O)N,C10H12N2O4,Experimental CCS,[M-H]-,223.0724,151.4,3,2019-08-12
AllCCS00001842,Mevalonic Acid 5-Pyrophosphate,CC(CCOP(O)(=O)OP(O)(O)=O)(CC(=O)O)O,C6H14O10P2,Experimental CCS,[M-H]-,306.9989,153.2,3,2019-08-12
AllCCS00001843,D-tartaric acid,C(C(C(=O)O)(O)[H])(C(=O)O)(O)[H],C4H6O6,Experimental CCS,[M-H]-,149.0091,119.4,2,2019-08-12
AllCCS00001844,3-Dehydroshikimate,C1=C(CC(C(C1=O)(O)[H])(O)[H])C(=O)O,C7H8O5,Experimental CCS,[M+H]+,173.0445,132.7,3,2019-08-12
AllCCS00001844,3-Dehydroshikimate,C1=C(CC(C(C1=O)(O)[H])(O)[H])C(=O)O,C7H8O5,Experimental CCS,[M+Na]+,195.0265,149.3,1,2019-08-12
AllCCS00001844,3-Dehydroshikimate,C1=C(CC(C(C1=O)(O)[H])(O)[H])C(=O)O,C7H8O5,Experimental CCS,[M-H]-,171.0299,133.8,Conflict,2019-08-12
AllCCS00001845,Shikimic Acid,C1=C(CC(C(C1(O)[H])(O)[H])(O)[H])C(=O)O,C7H10O5,Experimental CCS,[M-H]-,173.0455,138.0,Conflict,2019-08-12
AllCCS00001846,Sophorose,C(C(C(C(C(C=O)(OC1(C(C(C(C(CO)(O1)[H])(O)[H])(O)[H])(O)[H])[H])[H])(O)[H])(O)[H])(O)[H])O,C12H22O11,Experimental CCS,[M+Na]+,365.1055,183.6,3,2019-08-12
AllCCS00001846,Sophorose,C(C(C(C(C(C=O)(OC1(C(C(C(C(CO)(O1)[H])(O)[H])(O)[H])(O)[H])[H])[H])(O)[H])(O)[H])(O)[H])O,C12H22O11,Experimental CCS,[M-H]-,341.1089,187.1,3,2019-08-12
AllCCS00001847,D-(+)-Turanose,C(C(C(C(C(CO)=O)(OC1(C(C(C(C(CO)(O1)[H])(O)[H])(O)[H])(O)[H])[H])[H])(O)[H])(O)[H])O,C12H22O11,Experimental CCS,[M+Na]+,365.1055,177.0,3,2019-08-12
AllCCS00001847,D-(+)-Turanose,C(C(C(C(C(CO)=O)(OC1(C(C(C(C(CO)(O1)[H])(O)[H])(O)[H])(O)[H])[H])[H])(O)[H])(O)[H])O,C12H22O11,Experimental CCS,[M-H]-,341.1089,179.0,3,2019-08-12
AllCCS00001848,Palmitoleic Acid (C16:1),CCCCCCCCCCCCCC(=C(C(=O)O)[H])[H],C16H30O2,Experimental CCS,[M+Na]+,277.2139,172.6,3,2019-08-12
AllCCS00001848,Palmitoleic Acid (C16:1),CCCCCCCCCCCCCC(=C(C(=O)O)[H])[H],C16H30O2,Experimental CCS,[M-H]-,253.2173,167.9,3,2019-08-12
AllCCS00001849,Dihomo-gamma-linolenic acid,CCCCCC(=C(CC(=C(CC(=C(CCCCCCC(=O)O)[H])[H])[H])[H])[H])[H],C20H34O2,Experimental CCS,[M+Na]+,329.2452,183.4,3,2022-10-07
AllCCS00001849,Dihomo-gamma-linolenic acid,CCCCCC(=C(CC(=C(CC(=C(CCCCCCC(=O)O)[H])[H])[H])[H])[H])[H],C20H34O2,Experimental CCS,[M-H]-,305.2486,182.6,1,2022-10-07
AllCCS00001850,Icosadienoic Acid (C20:2),CCCCCC(=C(CC(=C(CCCCCCCCCC(=O)O)[H])[H])[H])[H],C20H36O2,Experimental CCS,[M+Na]+,331.2608,184.1,3,2019-08-12
AllCCS00001850,Icosadienoic Acid (C20:2),CCCCCC(=C(CC(=C(CCCCCCCCCC(=O)O)[H])[H])[H])[H],C20H36O2,Experimental CCS,[M-H]-,307.2642,182.4,3,2019-08-12
AllCCS00001851,Gondoic acid,CCCCCCCCC(=C(CCCCCCCCCC(=O)O)[H])[H],C20H38O2,Experimental CCS,[M+Na]+,333.2765,188.6,3,2022-10-07
AllCCS00001851,Gondoic acid,CCCCCCCCC(=C(CCCCCCCCCC(=O)O)[H])[H],C20H38O2,Experimental CCS,[M-H]-,309.2799,184.1,1,2022-10-07
AllCCS00001852,Doconexent,CCC(=C(CC(=C(CC(=C(CC(=C(CC(=C(CC(=C(CCC(=O)O)[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H],C22H32O2,Experimental CCS,[M+H]+,329.2475,184.6,3,2022-10-12
AllCCS00001852,Doconexent,CCC(=C(CC(=C(CC(=C(CC(=C(CC(=C(CC(=C(CCC(=O)O)[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H],C22H32O2,Experimental CCS,[M+Na]+,351.2295,185.1,3,2022-10-12
AllCCS00001852,Doconexent,CCC(=C(CC(=C(CC(=C(CC(=C(CC(=C(CC(=C(CCC(=O)O)[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H],C22H32O2,Experimental CCS,[M-H]-,327.2329,189.3,2,2022-10-12
AllCCS00001853,Adrenic Acid,CCCCCC(=C(CC(=C(CC(=C(CC(=C(CCCCCC(=O)O)[H])[H])[H])[H])[H])[H])[H])[H],C22H36O2,Experimental CCS,[M+Na]+,355.2608,192.8,3,2019-08-12
AllCCS00001853,Adrenic Acid,CCCCCC(=C(CC(=C(CC(=C(CC(=C(CCCCCC(=O)O)[H])[H])[H])[H])[H])[H])[H])[H],C22H36O2,Experimental CCS,[M-H]-,331.2642,190.9,3,2019-08-12
AllCCS00001854,2-Methoxyestrone,CC12CCC3(C(CCC4=CC(=C(C=C43)OC)O)(C2(CCC1=O)[H])[H])[H],C19H24O3,Experimental CCS,[M+H]+,301.1798,174.5,3,2019-08-12
AllCCS00001854,2-Methoxyestrone,CC12CCC3(C(CCC4=CC(=C(C=C43)OC)O)(C2(CCC1=O)[H])[H])[H],C19H24O3,Experimental CCS,[M+Na]+,323.1618,201.7,3,2019-08-12
AllCCS00001854,2-Methoxyestrone,CC12CCC3(C(CCC4=CC(=C(C=C43)OC)O)(C2(CCC1=O)[H])[H])[H],C19H24O3,Experimental CCS,[M-H]-,299.1652,184.6,3,2019-08-12
AllCCS00001855,B-Cortol,CC12CCC(CC2(CCC3(C4(CCC(C(CO)(O)[H])(C4(C)CC(C31[H])(O)[H])O)[H])[H])[H])(O)[H],C21H36O5,Experimental CCS,[M+Na]+,391.2456,204.6,3,2019-08-12
AllCCS00001855,B-Cortol,CC12CCC(CC2(CCC3(C4(CCC(C(CO)(O)[H])(C4(C)CC(C31[H])(O)[H])O)[H])[H])[H])(O)[H],C21H36O5,Experimental CCS,[M-H]-,367.249,202.7,3,2019-08-12
AllCCS00001856,Methyl Linoleate,CCCCCC(=C(CC(=C(CCCCCCCC(=O)OC)[H])[H])[H])[H],C19H34O2,Experimental CCS,[M+H]+,295.2632,187.2,3,2019-08-12
AllCCS00001856,Methyl Linoleate,CCCCCC(=C(CC(=C(CCCCCCCC(=O)OC)[H])[H])[H])[H],C19H34O2,Experimental CCS,[M-H]-,293.2486,183.2,3,2019-08-12
AllCCS00001857,"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid",CCCCCC(C(=C(C(=C(CCCCCCCC(=O)O)[H])[H])[H])[H])(O)[H],C18H32O3,Experimental CCS,[M+Na]+,319.2244,191.8,3,2019-08-12
AllCCS00001857,"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid",CCCCCC(C(=C(C(=C(CCCCCCCC(=O)O)[H])[H])[H])[H])(O)[H],C18H32O3,Experimental CCS,[M-H]-,295.2278,183.1,3,2019-08-12
AllCCS00001858,9-HODE,CCCCCC(=C(C(=C(C(CCCCCCCC(=O)O)O)[H])[H])[H])[H],C18H32O3,Experimental CCS,[M+Na]+,319.2244,189.1,3,2019-08-12
AllCCS00001858,9-HODE,CCCCCC(=C(C(=C(C(CCCCCCCC(=O)O)O)[H])[H])[H])[H],C18H32O3,Experimental CCS,[M-H]-,295.2278,180.6,3,2019-08-12
AllCCS00001859,5S-HETE,CCCCCC(=C(CC(=C(CC(=C(C(=C(C(CCCC(=O)O)(O)[H])[H])[H])[H])[H])[H])[H])[H])[H],C20H32O3,Experimental CCS,[M+Na]+,343.2244,187.7,1,2022-10-07
AllCCS00001859,5S-HETE,CCCCCC(=C(CC(=C(CC(=C(C(=C(C(CCCC(=O)O)(O)[H])[H])[H])[H])[H])[H])[H])[H])[H],C20H32O3,Experimental CCS,[M-H]-,319.2278,186.7,1,2022-10-07
AllCCS00001860,12S-HETE,CCCCCC(=C(CC(C(=C(C(=C(CC(=C(CCCC(=O)O)[H])[H])[H])[H])[H])[H])(O)[H])[H])[H],C20H32O3,Experimental CCS,[M+Na]+,343.2244,193.3,1,2022-10-07
AllCCS00001860,12S-HETE,CCCCCC(=C(CC(C(=C(C(=C(CC(=C(CCCC(=O)O)[H])[H])[H])[H])[H])[H])(O)[H])[H])[H],C20H32O3,Experimental CCS,[M-H]-,319.2278,184.8,1,2022-10-07
AllCCS00001861,11(12)-EET,CCCCCC(=C(CC1C(CC(=C(CC(=C(CCCC(=O)O)[H])[H])[H])[H])O1)[H])[H],C20H32O3,Experimental CCS,[M+Na]+,343.2244,187.9,3,2019-08-12
AllCCS00001861,11(12)-EET,CCCCCC(=C(CC1C(CC(=C(CC(=C(CCCC(=O)O)[H])[H])[H])[H])O1)[H])[H],C20H32O3,Experimental CCS,[M-H]-,319.2278,185.0,3,2019-08-12
AllCCS00001862,8(9)-EET,CCCCCC(=C(CC(=C(CC1C(CC(=C(CCCC(=O)O)[H])[H])O1)[H])[H])[H])[H],C20H32O3,Experimental CCS,[M+Na]+,343.2244,186.8,3,2019-08-12
AllCCS00001862,8(9)-EET,CCCCCC(=C(CC(=C(CC1C(CC(=C(CCCC(=O)O)[H])[H])O1)[H])[H])[H])[H],C20H32O3,Experimental CCS,[M-H]-,319.2278,184.6,3,2019-08-12
AllCCS00001863,12R-HETE,CCCCCC(=C(CC(C(=C(C(=C(CC(=C(CCCC(=O)O)[H])[H])[H])[H])[H])[H])(O)[H])[H])[H],C20H32O3,Experimental CCS,[M+Na]+,343.2244,194.4,1,2022-10-07
AllCCS00001863,12R-HETE,CCCCCC(=C(CC(C(=C(C(=C(CC(=C(CCCC(=O)O)[H])[H])[H])[H])[H])[H])(O)[H])[H])[H],C20H32O3,Experimental CCS,[M-H]-,319.2278,184.1,1,2022-10-07
AllCCS00001864,8S-HETE,CCCCCC(=C(CC(=C(C(=C(C(CC(=C(CCCC(=O)O)[H])[H])(O)[H])[H])[H])[H])[H])[H])[H],C20H32O3,Experimental CCS,[M+Na]+,343.2244,187.2,1,2022-10-07
AllCCS00001864,8S-HETE,CCCCCC(=C(CC(=C(C(=C(C(CC(=C(CCCC(=O)O)[H])[H])(O)[H])[H])[H])[H])[H])[H])[H],C20H32O3,Experimental CCS,[M-H]-,319.2278,185.1,1,2022-10-07
AllCCS00001865,14(15)-EET,CCCCCC1C(CC(=C(CC(=C(CC(=C(CCCC(=O)O)[H])[H])[H])[H])[H])[H])O1,C20H32O3,Experimental CCS,[M+H]+,321.2424,182.4,1,2022-10-07
AllCCS00001865,14(15)-EET,CCCCCC1C(CC(=C(CC(=C(CC(=C(CCCC(=O)O)[H])[H])[H])[H])[H])[H])O1,C20H32O3,Experimental CCS,[M+Na]+,343.2244,187.1,1,2022-10-07
AllCCS00001865,14(15)-EET,CCCCCC1C(CC(=C(CC(=C(CC(=C(CCCC(=O)O)[H])[H])[H])[H])[H])[H])O1,C20H32O3,Experimental CCS,[M-H]-,319.2278,187.6,1,2022-10-07
AllCCS00001866,Leukotriene B4,CCCCCC(=C(CC(C(=C(C(=C(C(=C(C(CCCC(=O)O)(O)[H])[H])[H])[H])[H])[H])[H])(O)[H])[H])[H],C20H32O4,Experimental CCS,[M+Na]+,359.2194,196.0,3,2019-08-12
